course_id,course_rating,enrollment_status,completion_status,user_id
principles-of-macroeconomics,3.1,1,0,729
financial-engineering-1,3.5,1,1,1646
spanish-vocabulary-meeting-people,4.3,1,1,880
infrastructure-investing,4.4,0,0,615
ai-for-everyone,3.8,1,1,1370
intro-programming,4.0,1,0,109
mindshift,4.6,0,0,1788
introduction-blockchain-technologies,4.2,1,1,155
sas-programming-basics,4.0,0,0,1868
transmedia-storytelling,4.2,0,0,214
vlsi-cad-logic,4.7,0,0,1031
the-science-of-well-being,3.5,0,0,122
nand2tetris2,4.1,0,0,1496
devops-culture-and-mindset,3.3,0,0,1101
sustainable-finance,4.9,0,0,552
dermatology,4.6,0,0,238
truthinourbones-osteoarchaeology-archaeology,3.9,0,0,1867
challenging-forensic-science,4.0,0,0,733
matlab,4.1,1,0,1825
positive-psychology,4.0,0,0,1308
human-needs,4.1,0,0,308
essentials-global-health,4.9,0,0,348
personal-branding,4.7,0,0,466
accounting-data-analytics-python,3.5,1,1,1436
project-planning,4.7,1,1,655
epigenetics,4.8,1,0,1222
what-is-social,4.5,0,0,1601
the-business-of-product-management-one,4.5,0,0,1776
object-oriented-java,4.0,0,0,1416
introduction-to-ai,4.4,1,0,1075
modern-world-2,4.9,1,1,239
grammar-punctuation,4.3,0,0,1155
data-analysis-with-python,3.4,0,0,213
erasmus-econometrics,3.5,1,0,928
version-control-with-git,3.7,0,0,88
ai-for-everyone,3.4,1,0,1981
sdgbusiness,3.6,1,0,320
bcg-uva-darden-digital-transformation,3.8,1,0,1457
cybersecurity-compliance-framework-system-administration,4.5,0,0,1248
what-is-a-proof,3.8,1,0,845
mafash,3.5,0,0,1981
writing-editing-words,4.1,1,1,138
introduction-git-github,3.3,1,1,607
uva-darden-financial-accounting,4.4,0,0,788
convolutional-neural-networks-tensorflow,3.9,1,1,1000
intro-programming,3.8,0,0,1422
food-beverage-management,4.0,1,0,1733
game-development,4.9,1,1,1270
uva-darden-agile-team-management,3.5,1,1,1035
ai-for-medical-diagnosis,4.2,1,1,1161
gcp-fundamentals,3.4,0,0,1897
data-analysis-with-python,3.6,0,0,1524
corporate-commercial-law-part1,4.1,1,1,180
aws-fundamentals-addressing-security-risk,4.5,0,0,435
international-criminal-law,4.5,1,0,649
python-data-analysis,3.6,1,0,41
google-machine-learning,4.0,0,0,1632
japanese-1,4.0,1,1,69
strategic-management,4.6,1,1,1340
machine-learning-business-professionals,3.9,1,1,391
enterprise-architecture,3.8,1,1,1396
introduction-cybersecurity-cyber-attacks,3.6,1,0,457
excel-vba-for-creative-problem-solving-part-1,3.6,0,0,300
people-management,5.0,0,0,97
elearning,4.5,0,0,1638
seo-fundamentals,3.9,0,0,1441
sleep,4.5,0,0,1784
introduction-to-computer-programming,4.4,0,0,793
global-financial-markets-instruments,3.8,0,0,1657
beyond-the-sustainable-development-goals-addressing-sustainability-and-development,4.7,0,0,271
build-a-computer,3.9,0,0,18
dentistry101,4.7,1,1,531
international-law-in-action,3.8,1,1,595
datasciencemathskills,3.2,0,0,278
project-risk-management,4.4,0,0,1664
modern-world,4.2,0,0,489
version-control-with-git,3.3,1,1,743
cloud-azure-intro,4.1,0,0,264
foundations-big-data-analysis-sql,4.0,0,0,1512
convolutional-neural-networks,4.0,0,0,512
mindshift,4.6,0,0,1693
gcp-fundamentals,3.6,1,0,1018
human-language,3.9,0,0,900
uva-darden-managerial-accounting,3.5,0,0,200
feminism-social-justice,4.2,0,0,831
microeconomics,4.9,1,1,1164
law-student,3.2,0,0,631
matlab,3.7,1,1,1276
contemporary-art,4.7,0,0,1119
dentistry101,4.6,1,1,388
arbitration-international-disputes,4.5,1,1,1483
japanese-1,3.5,0,0,620
verb-passives,4.1,0,0,756
global-financial-markets-instruments,3.5,1,1,1275
contracts-1,4.7,1,0,418
medical-research,4.3,0,0,904
introduction-portfolio-construction-python,4.0,0,0,656
what-is-datascience,4.1,0,0,434
change-management,3.7,0,0,229
refugees-21st-century,4.7,1,0,501
systematic-review,4.4,0,0,548
intro-self-driving-cars,4.1,0,0,1088
python-for-data-visualization,3.6,0,0,1942
machine-learning-projects,4.3,1,0,756
bootstrap-4,4.0,1,1,1282
entrepreneurship-strategy,4.3,0,0,398
producing-music,3.3,0,0,684
money-banking,3.9,0,0,1188
uva-darden-bcg-pricing-strategy-cost-economics,3.9,1,1,1241
photography,4.7,0,0,1669
astro,4.3,0,0,170
cybersecurity-compliance-framework-system-administration,3.6,0,0,1806
it-security,4.9,1,0,412
machine-learning-business-professionals,3.6,1,0,1630
six-sigma-organization-advanced,4.4,0,0,256
cloud-infrastructure-design-process,4.2,0,0,1262
technology-of-music-production,3.9,0,0,56
refugees-21st-century,4.5,0,0,796
epidemiology-tools,3.6,0,0,694
forensic-accounting,4.0,1,1,592
python-data-visualization,4.8,1,1,1085
project-planning,4.6,0,0,655
bootstrap-4,4.5,0,0,550
introduction-psych,4.8,1,0,720
tensorflow-sequences-time-series-and-prediction,4.5,0,0,1251
getting-started-with-tensor-flow2,3.0,0,0,1281
python-data-visualization,4.3,1,1,1553
leading-for-equity-diversity-inclusion,4.4,1,1,1607
money-banking,3.8,0,0,1587
money-banking,4.4,1,1,811
cultural-competence-aboriginal-sydney,3.5,0,0,1488
introduction-portfolio-construction-python,4.1,0,0,1212
introduction-g-suite,4.9,1,0,328
python-operating-system,4.2,1,0,528
progfun1,4.8,0,0,1156
introduction-g-suite,4.0,1,1,134
excel-intermediate-1,4.5,1,1,645
aws-machine-learning,4.4,1,0,1541
leadership-21st-century,4.9,1,1,1505
python-for-applied-data-science-ai,3.7,0,0,1290
gcp-infrastructure-core-services,3.9,0,0,336
html-css-javascript-for-web-developers,4.4,0,0,1955
cybersecurity-roles-processes-operating-system-security,4.5,0,0,1891
forensic-science,3.6,0,0,1698
role-of-advertising,3.5,0,0,734
progfun1,4.8,0,0,1450
google-cloud-product-fundamentals,4.4,0,0,963
ai-for-medical-diagnosis,4.2,0,0,328
security-safety-globalized-world,3.3,1,1,146
golang-getting-started,3.8,1,0,203
ai-for-medical-prognosis,3.8,1,1,1258
investment-management,4.3,1,1,1173
systems-engineering,4.2,1,1,322
clinical-terminology,4.9,1,0,863
producing-music,4.3,1,0,886
child-development,4.5,1,1,339
basic-statistics,3.0,1,0,1455
uva-darden-foundations-business-strategy,3.6,0,0,1247
modern-world,4.5,0,0,33
dino101,4.1,0,0,6
fundamentals-of-reinforcement-learning,3.9,1,1,835
verb-passives,4.3,1,1,1563
cloud-infrastructure-design-process,4.4,1,1,779
programming-languages,4.4,0,0,823
python-data,4.1,1,0,1274
humanrights,3.3,0,0,1432
getting-started-with-tensor-flow2,3.2,0,0,1213
equine,3.8,0,0,781
sql-data-science,3.3,1,0,1156
introduction-g-suite,5.0,0,0,230
how-things-work,3.9,1,1,1991
statistical-inferences,3.8,0,0,1986
building-modern-python-applications-on-aws,4.3,0,0,47
contact-tracing-for-covid-19,4.5,0,0,48
international-humanitarian-law,3.7,1,0,1944
social-innovation,4.1,0,0,1656
introcss,4.7,1,1,1602
environmental-law,4.7,1,0,1382
intro-business-analytics,4.4,0,0,1451
sql-data-science,4.0,0,0,1975
learn-korean,4.3,1,1,1851
sustainability,4.6,1,0,257
excel-intermediate-1,3.5,1,1,567
deep-neural-network,4.6,1,0,1032
private-equity,3.6,1,1,709
machine-learning-with-python,4.4,0,0,202
teamwork-skills-effective-communication,4.5,1,1,1601
introtoux-principles-and-processes,3.8,1,1,1082
seo-fundamentals,3.5,1,1,1967
forensic-science,3.6,0,0,724
computational-neuroscience,3.6,1,1,1520
sustainability,4.4,0,0,108
os-power-user,4.3,0,0,255
law-student,4.2,0,0,1922
writing-editing-words,3.7,1,1,212
quality-healthcare,4.5,1,0,1738
progfun1,3.7,0,0,1279
data-science-methodology,3.9,0,0,1722
pca-machine-learning,4.0,0,0,1607
computational-neuroscience,4.3,0,0,1117
negotiation,4.4,1,1,1969
convolutional-neural-networks-tensorflow,3.8,1,1,1538
making-architecture,4.2,1,1,1344
fe-exam,4.6,1,1,244
epigenetics,4.2,1,1,1479
gcp-fundamentals,4.3,0,0,1468
visual-elements-user-interface-design,3.6,0,0,48
addiction-treatment,3.9,1,1,195
wine,4.3,1,0,516
introduction-psychology,4.6,0,0,270
cultural-competence-aboriginal-sydney,4.4,0,0,241
music-business-foundations,3.6,1,1,716
the-business-of-product-management-one,3.2,0,0,1028
google-cloud-java-spring,3.9,1,0,1238
cancer,4.3,0,0,1193
corporatestrategy,3.2,1,1,391
producing-music,4.4,0,0,1834
stem-cells,3.5,1,1,1354
contemporary-art,3.4,1,0,671
probability-intro,4.4,0,0,893
industrial-biotech,3.2,1,1,756
the-business-of-product-management-one,3.8,0,0,1206
arbitration-international-disputes,4.5,0,0,1277
anatomy403-1x,3.5,1,1,1893
global-diplomacy-un,4.4,1,1,1446
gis,3.5,1,1,1251
object-oriented-java,4.4,1,1,1403
ibm-customer-engagement-specialist,3.5,1,1,714
write-a-feature-length-screenplay-for-film-or-television,4.2,0,0,805
mastering-final-cut-pro,3.7,0,0,1784
philosophy,3.6,0,0,294
technology-of-music-production,4.5,0,0,709
financial-engineering-1,4.7,1,1,191
digital-business-models,3.8,0,0,147
music-theory,4.7,1,0,1270
financial-engineering-1,3.8,0,0,609
sas-programming-basics,3.9,0,0,996
music-business-foundations,4.0,0,0,1848
positive-psychiatry,3.5,1,1,806
philosophy,3.7,1,0,924
international-relations-theory,3.3,0,0,1133
game-development,4.2,1,1,42
python-statistics-financial-analysis,3.8,0,0,1603
covid-19-what-you-need-to-know,4.9,0,0,1073
international-relations-theory,4.1,1,0,531
basic-statistics,3.3,1,1,860
learn-korean,4.2,1,1,973
uva-darden-design-thinking-social-sector,3.6,0,0,531
machine-learning-projects,4.3,0,0,1012
financial-engineering-1,4.8,1,0,672
neuromarketing,4.7,0,0,664
financial-planning,3.7,1,1,574
bcg-uva-darden-digital-transformation,3.4,1,0,149
customer-segmentation-prospecting,3.3,1,1,245
design-strategy,4.2,0,0,1727
wine,3.3,0,0,847
creative-thinking-techniques-and-tools-for-success,4.4,0,0,1392
fe-exam,3.5,1,1,925
private-equity,4.2,0,0,1964
financial-planning,3.0,0,0,1757
immunologyfundamentalsimmunitybcells,4.1,1,1,806
mafash,4.6,1,1,520
ds,3.0,0,0,379
probabilistic-models-in-nlp,4.9,0,0,1295
understanding-arguments,4.4,1,0,12
python-data-visualization,4.0,1,0,973
covid-19-contact-tracing-for-nursing-professionals,4.3,0,0,1588
geopolitics-europe,4.9,1,1,1776
python-for-applied-data-science-ai,3.6,1,1,434
python-for-data-visualization,4.4,1,0,315
physiology,3.2,1,0,1148
essentials-global-health,4.9,0,0,751
corp-sustainability,4.7,1,1,1823
organizational-behavior,4.0,1,1,84
strategic-management,4.2,1,1,1020
contact-tracing-for-covid-19,4.1,0,0,1703
drug-commercialization,3.9,0,0,38
engineering-health-yoga-physiology,3.5,0,0,1841
project-risk-management,3.6,1,1,104
learn-speak-korean1,4.1,1,0,940
solar-energy-basics,3.5,1,1,1400
learning-how-to-learn,3.7,0,0,1700
business-model,3.3,0,0,913
six-sigma-organization-advanced,4.0,0,0,292
family-planning,4.0,1,0,9
aws-fundamentals-going-cloud-native,3.5,0,0,1673
epidemiology-tools,3.9,1,1,1665
introduction-to-ai,3.0,0,0,1091
corp-sustainability,3.5,1,1,945
data-management,3.8,0,0,1315
python-plotting,3.1,0,0,101
excel-intermediate-1,3.8,1,1,1120
self-determination-theory,4.5,1,1,1284
r-programming,3.1,1,0,1803
aws-fundamentals-going-cloud-native,3.5,1,1,1348
gcp-infrastructure-scaling-automation,4.3,1,1,1278
customer-segmentation-prospecting,3.3,0,0,556
access-control-sscp,3.4,1,0,1030
site-reliability-engineering-slos,3.5,1,1,1696
genetics-evolution,4.2,0,0,1445
entrepreneurship-strategy,3.9,0,0,1598
clinical-trials,4.2,1,1,1700
project-risk-management,4.4,0,0,832
python-statistics-financial-analysis,3.3,0,0,924
gcp-big-data-ml-fundamentals,3.2,1,1,724
technical-support-fundamentals,4.0,0,0,1655
python-for-applied-data-science-ai,3.0,1,1,1735
gcp-infrastructure-foundation,4.4,0,0,1830
google-kubernetes-engine,4.0,1,0,151
google-kubernetes-engine,4.0,0,0,179
uva-darden-managerial-accounting,3.6,0,0,614
what-is-datascience,4.1,1,1,791
sustainable-finance,4.7,1,1,990
introduction-cybersecurity-cyber-attacks,4.8,0,0,764
getting-started-with-tensor-flow2,3.5,1,1,626
python-data,3.4,1,0,452
accounting-data-analytics-python,4.3,1,1,1695
quantitative-methods,3.4,1,1,1739
cs-fundamentals-1,5.0,0,0,1118
intro-chemistry,4.3,0,0,376
financial-markets-global,4.2,1,1,121
moralities,4.1,1,0,1586
international-migrations,3.7,1,1,1334
gcp-fundamentals,4.3,1,1,115
gcp-infrastructure-foundation,3.5,1,1,940
python,4.4,0,0,317
mindfulness,3.3,1,0,264
clinical-trials,4.9,0,0,1230
oilandgas,4.0,0,0,1014
everyday-parenting,3.3,1,1,207
software-processes-and-agile-practices,4.4,0,0,789
r-programming,4.4,1,1,420
financial-engineering-1,3.8,0,0,1695
gcp-big-data-ml-fundamentals,3.5,0,0,1586
verb-passives,4.7,0,0,14
science-exercise,4.2,0,0,83
childrens-rights,4.5,0,0,1150
grammar-punctuation,4.5,0,0,420
stem-cells,3.8,1,0,545
corp-sustainability,3.4,0,0,518
contracts-1,3.9,0,0,48
everyday-excel-part-2,3.8,1,0,916
introduction-to-calculus,4.3,0,0,419
ai-for-medical-prognosis,3.9,0,0,813
supply-chain-logistics,4.2,0,0,619
excel-intermediate-1,4.8,0,0,1700
teach-online,4.9,1,0,529
horse-care,4.9,1,0,12
process-mining,4.7,1,0,1592
introduction-portfolio-construction-python,3.4,0,0,620
gcp-infrastructure-core-services,3.4,1,1,205
perfect-tenses-modals,4.8,0,0,1881
introduction-to-computer-programming,4.5,0,0,220
wine,4.8,0,0,1582
change-management,3.9,0,0,1135
gcp-infrastructure-scaling-automation,4.1,0,0,708
marketing-plan,4.4,0,0,1449
cs-fundamentals-2,3.8,1,1,93
matlab,4.5,1,1,347
gender-sexuality,3.9,0,0,1200
intro-common-law,3.3,0,0,431
preparing-cloud-associate-cloud-engineer-exam,4.4,0,0,332
arts-heritage,3.9,1,1,712
trunk-anatomy,4.2,1,1,586
modern-art-ideas,3.9,1,1,339
health-behavior-change,3.6,1,1,363
neuroscience-neuroimaging,4.9,0,0,1431
music-business-foundations,4.4,1,0,26
contracts-1,3.9,1,1,1844
data-science-methodology,4.5,1,1,360
containerized-apps-on-aws,3.9,0,0,1252
technology-of-music-production,3.8,1,1,1269
strategic-management,4.5,0,0,1469
big-data-essentials,3.4,0,0,443
uva-darden-project-management,4.7,0,0,1273
dermatology,4.2,0,0,1519
introduction-blockchain-technologies,3.5,0,0,1903
plantknows,4.9,1,0,593
version-control-with-git,3.5,1,1,1139
arbitration-international-disputes,4.4,1,1,1831
data-analytics-for-lean-six-sigma,3.7,0,0,1789
object-oriented-java,4.0,0,0,287
introduction-to-calculus,3.8,0,0,85
preparing-cloud-associate-cloud-engineer-exam,4.6,1,0,558
guitar,4.7,0,0,1107
contact-tracing-for-covid-19,4.8,0,0,348
gcp-fundamentals,3.4,0,0,861
sample-based-learning-methods,3.7,1,1,302
memoir-reader-relationship,3.5,0,0,183
big-data-essentials,3.3,0,0,1946
gcp-fundamentals,3.6,0,0,734
autodesk-revit-architectural-design,4.3,0,0,221
introduction-genomics,3.7,0,0,891
international-criminal-law,4.2,1,1,1493
teach-online,4.5,1,1,952
introduction-g-suite,3.9,1,0,1723
object-oriented-java,4.6,1,1,655
analytics-business-metrics,3.6,0,0,1087
astro,4.1,1,1,1174
sports-society,4.2,0,0,1811
electricity,3.6,0,0,980
python-basics,4.7,1,1,344
professional-emails-english,4.0,1,1,460
data-analysis-with-python,3.9,0,0,309
clinical-data-management,4.1,1,1,788
corporatestrategy,4.3,0,0,1691
child-development,4.1,0,0,1401
introduction-g-suite,4.5,0,0,380
gcp-infrastructure-core-services,3.2,1,1,675
google-kubernetes-engine,4.4,0,0,238
philosophy,4.4,0,0,1742
uva-darden-digital-product-management,4.3,1,0,172
refugees-21st-century,4.5,0,0,28
negotiation,3.6,0,0,693
mcmc-bayesian-statistics,4.6,0,0,1040
learn-speak-korean1,3.8,1,1,619
ibm-penetration-testing-incident-response-forensics,3.7,0,0,2
schedule-projects,4.2,0,0,5
finance-for-non-financial-managers,4.7,1,0,838
convolutional-neural-networks,3.6,1,0,556
uva-darden-design-thinking-innovation,4.9,1,0,386
forensic-science,3.6,1,1,273
forensic-science,3.6,1,1,1666
perfect-tenses-modals,3.7,1,1,600
python-data-analysis,3.3,1,1,1656
clinical-research,3.8,0,0,1516
drug-discovery,3.6,0,0,50
personal-branding,3.6,0,0,1675
marketing-digital,4.4,0,0,176
introduction-to-software-product-management,4.7,1,0,82
cybersecurity-compliance-framework-system-administration,4.1,1,1,681
essentials-global-health,4.3,0,0,723
corporate-finance-essentials,3.7,0,0,211
gcp-infrastructure-core-services,3.4,0,0,951
sports-marketing,3.7,0,0,1092
guitar,4.5,0,0,73
django-database-web-apps,3.6,1,0,66
international-humanitarian-law,4.5,1,0,246
the-science-of-well-being,4.2,0,0,1482
six-sigma-organization-advanced,4.1,0,0,841
arbitration-international-disputes,3.9,1,1,523
practical-time-series-analysis,4.4,1,1,1009
learn-korean,4.4,1,0,847
modern-world,4.8,0,0,935
python-functions-files-dictionaries,4.3,0,0,1504
cybersecurity-roles-processes-operating-system-security,4.2,1,1,16
data-analytics-for-lean-six-sigma,4.2,1,0,298
songwriting-lyrics,4.4,0,0,309
project-risk-management,3.5,0,0,1234
corporatestrategy,4.2,0,0,891
model-thinking,4.1,1,1,61
sdgbusiness,4.3,1,1,330
python,3.2,1,1,1954
oilandgas,4.8,1,1,1056
dog-emotion-and-cognition,3.6,1,0,1664
kotlin-for-java-developers,4.4,1,0,1489
medical-neuroscience,3.5,1,0,1632
search-engine-optimization,4.6,1,1,1958
positive-psychology,3.8,1,1,1737
deep-neural-network,4.2,0,0,1056
systems-thinking,4.7,1,1,1919
fundamentals-of-reinforcement-learning,4.3,0,0,1220
ai-for-medical-diagnosis,4.8,0,0,1865
sql-for-data-science,3.0,0,0,560
bayesian-statistics,4.2,0,0,249
database-management,3.1,0,0,1153
introduction-to-cloud,4.9,1,1,1085
project-planning,3.6,0,0,294
tensorflow-sequences-time-series-and-prediction,3.7,1,0,1527
devops-culture-and-mindset,4.3,1,0,724
food-beverage-management,3.9,0,0,1571
schedule-projects,3.9,0,0,1842
neuroeconomics,4.6,0,0,1451
marketing-analytics,4.4,0,0,540
gcp-fundamentals,3.6,0,0,688
unraveling-the-cycling-city,4.1,0,0,1752
success,4.7,0,0,1349
object-oriented-design,4.2,0,0,595
mental-health,3.8,0,0,989
fundamentals-of-reinforcement-learning,3.9,0,0,620
people-management,4.1,0,0,1217
physiology,4.3,1,1,1124
analytics-tableau,3.7,0,0,1490
uva-darden-digital-product-management,4.7,0,0,799
learn-chinese,4.1,1,0,439
data-science-methodology,4.3,1,1,651
ecology-conservation,4.9,0,0,797
the-science-of-well-being,3.6,1,0,44
changing-global-order,4.3,0,0,1440
site-reliability-engineering-slos,3.1,0,0,629
typography,4.1,0,0,1479
cybersecurity-roles-processes-operating-system-security,4.1,1,1,1650
typography,4.7,0,0,1815
natural-language-processing-tensorflow,4.6,0,0,1823
public-policy,4.2,0,0,11
financial-engineering-1,4.4,0,0,439
google-kubernetes-engine,4.3,1,0,1042
cybersecurity-compliance-framework-system-administration,5.0,0,0,709
songwriting-lyrics,4.2,0,0,616
technology-of-music-production,4.4,1,0,306
company-future-management,4.8,0,0,1303
uol-machine-learning-for-all,4.3,1,0,162
excel-vba-for-creative-problem-solving-part-1,3.7,0,0,15
mindshift,4.5,1,1,1937
bioinformatics,3.8,0,0,613
applied-data-science-capstone,4.9,0,0,252
excel-essentials,4.6,0,0,202
understanding-arguments,3.7,1,1,124
becoming-a-veterinarian,4.5,0,0,1776
introduction-to-ai,3.5,0,0,1261
epidemiology,3.6,0,0,1388
sample-based-learning-methods,3.3,1,1,329
environmental-law,3.8,1,1,823
project-planning,3.9,0,0,1723
sql-for-data-science,3.2,1,1,103
ibm-customer-engagement-specialist,3.1,1,0,1214
uva-darden-financial-accounting,4.7,1,1,1704
python-machine-learning,4.0,0,0,511
introtoux-principles-and-processes,3.9,1,0,324
learn-korean,3.9,0,0,496
pca-machine-learning,4.7,1,1,1109
big-history,4.2,0,0,1955
leading-for-equity-diversity-inclusion,4.4,1,1,1649
natural-language-processing-tensorflow,5.0,1,1,1174
marketing-plan,3.1,1,1,1550
drug-development,3.7,1,1,1782
introduction-to-computer-programming,4.4,1,0,1206
music-theory,4.6,1,0,212
python-functions-files-dictionaries,3.4,0,0,1181
mastering-final-cut-pro,4.3,0,0,150
unraveling-the-cycling-city,3.4,1,1,654
uva-darden-financial-accounting,4.6,1,1,1565
blockchain-basics,4.7,1,1,1803
machine-learning-with-python,4.6,0,0,184
information-systems-audit,4.4,1,1,433
data-analysis-with-python,3.1,0,0,239
object-oriented-java,3.6,0,0,1264
vlsi-cad-logic,3.9,1,0,1629
aboriginal-education,3.7,0,0,579
mastering-final-cut-pro,3.6,0,0,1938
introduction-to-ai,3.3,0,0,255
gcp-fundamentals,3.1,0,0,1488
summary-statistics,4.7,0,0,1830
gcp-infrastructure-scaling-automation,4.1,1,1,504
python-for-applied-data-science-ai,4.2,1,1,499
introduction-to-software-product-management,4.6,1,1,194
spectroscopy,4.0,0,0,192
sustainable-finance,4.5,0,0,1632
food-beverage-management,3.6,0,0,189
ml-foundations,3.6,1,1,1719
finance-for-non-finance,4.3,1,0,984
model-thinking,4.0,0,0,1131
systems-engineering,3.2,1,0,675
information-systems-audit,4.8,1,1,783
uva-darden-digital-product-management,4.9,0,0,1495
python-data-analysis,3.4,0,0,1153
quantum-computing-algorithms,4.7,0,0,1811
what-is-datascience,3.9,1,0,769
teamwork-skills-effective-communication,3.6,0,0,1803
writing-editing-words,3.8,0,0,900
html,3.1,1,1,1716
deep-neural-network,4.7,0,0,1790
forensic-accounting,4.3,0,0,1390
project-planning,4.8,0,0,885
troubleshooting-debugging-techniques,4.1,0,0,456
six-sigma-principles,3.7,1,1,4
infrastructure-investing,3.8,0,0,833
entrepreneurship-strategy,3.6,1,1,488
sdgbusiness,4.0,1,1,860
transformation-global-food-system,3.7,0,0,179
refugees-21st-century,3.8,0,0,688
roman-architecture,3.5,0,0,690
negotiation,4.8,1,0,1382
positive-psychiatry,3.7,1,0,273
python-data,4.5,1,0,1976
english-principles,3.9,1,0,154
gcp-fundamentals,3.2,0,0,1759
sample-based-learning-methods,3.7,1,1,1128
spectroscopy,4.7,0,0,1187
object-oriented-java,4.9,1,1,1714
process-mining,3.5,1,0,1184
